orderId,returnId,returnDate
59591574,5280260,2021-11-08
59603229,5280749,2021-10-24
59833694,5420328,2022-01-25
59853607,5473731,2022-01-06
59879827,5466817,2021-09-04
59962793,5352711,2021-12-29
60197660,5529808,2021-11-28
60233586,5419164,2021-12-02
60271494,5355794,2022-01-12
59641804,5549151,2022-01-05
59816378,5545867,2021-09-26
59922338,5484606,2021-11-23
60019269,5447094,2021-09-24
60102924,5530657,2021-10-16
60191553,5530507,2022-01-01
59599414,5281048,2021-08-20
59655869,5419551,2021-09-19
59778597,5454967,2021-11-21
59835526,5420649,2021-08-15
59830254,5420855,2021-08-27
60236449,5419513,2021-11-23
60313617,5529615,2021-12-21
59595366,5280486,2021-12-30
59635939,5464577,2021-09-26
59837403,5420460,2021-12-12
59874984,5466565,2021-11-23
59919961,5484400,2022-02-01
59965598,5353641,2021-10-03
59986672,5340105,2021-08-29
60168704,5495290,2021-09-18
60190582,5530153,2021-12-15
60232626,5419577,2022-01-04
60272079,5355560,2021-11-03
59601509,5280711,2021-10-04
59639733,5549845,2021-10-26
59645559,5397744,2022-01-03
59701331,5301074,2021-08-08
59741000,5457008,2022-01-11
59818027,5546658,2021-11-21
59829100,5421027,2021-10-04
59855651,5397072,2021-09-15
59920995,5485066,2022-01-01
59916417,5485222,2021-12-06
60054592,5430174,2021-11-28
60312521,5530048,2021-08-25
59591886,5281156,2021-08-11
59638049,5550066,2021-10-30
59649563,5447948,2021-11-28
59827393,5421110,2022-01-21
59878746,5504751,2022-01-14
60306976,5530308,2021-09-12
59601898,5281379,2021-07-27
59648774,5448557,2021-10-02
59777009,5311181,2021-11-15
59821931,5546438,2021-11-29
59827073,5420124,2021-09-24
59911473,5484350,2022-01-06
60050535,5430643,2021-11-12
60144131,5484020,2021-12-04
60212194,5342297,2021-11-13
60303148,5530111,2021-12-12
59596798,5280157,2021-10-07
59820284,5545922,2021-11-20
59898030,5466308,2021-10-29
59915250,5485147,2021-10-09
59984145,5421915,2021-09-29
60108237,5530788,2021-09-06
60308637,5530553,2021-12-03
60328558,5486954,2021-09-07
59592598,5280584,2021-08-21
59822798,5546680,2021-10-30
59832707,5420861,2021-11-01
59878088,5466633,2021-10-26
60237368,5418786,2021-09-08
60258832,5356985,2021-09-07
59596426,5280645,2021-11-03
59684195,5419769,2021-11-09
59759416,5317848,2021-11-19
59817382,5546223,2021-11-30
59830361,5420066,2021-08-16
59877867,5466247,2021-11-25
60239780,5419815,2021-10-31
60252558,5356738,2021-11-12
59598418,5280695,2021-09-26
59643790,5549222,2021-08-20
59682607,5449608,2021-08-11
59698274,5301050,2021-08-17
59817297,5546116,2021-10-11
59832229,5420395,2021-10-10
60048588,5458439,2021-08-11
60056901,5430424,2021-08-14
60144176,5483415,2021-12-18
60223015,5505479,2021-12-19
60307369,5529757,2021-11-18
60301409,5529908,2022-01-09
60405912,5505950,2021-08-17
60398797,5505341,2021-09-27
60401289,5547241,2021-11-26
60436656,5513099,2021-12-14
60462610,5394353,2021-10-07
60722393,5495720,2021-10-27
60311263,5530006,2021-11-25
60334866,5487853,2021-10-05
60570205,5474690,2021-11-02
60951420,5481993,2021-10-24
60301027,5530158,2022-01-12
60407908,5381325,2021-12-30
60572209,5475106,2021-11-11
60578630,5397449,2021-12-21
60961670,5482090,2021-08-30
60309531,5530149,2021-09-28
60408178,5547263,2021-10-14
60461276,5395065,2021-11-20
60473132,5404718,2022-01-11
60689806,5406953,2021-10-01
60717526,5494801,2021-09-28
60965481,5529077,2022-01-04
60405250,5546709,2022-02-03
60407809,5487361,2022-02-05
60464435,5394474,2021-08-06
60473663,5414356,2021-10-27
60584320,5532218,2021-08-22
60690190,5406987,2021-11-19
60969872,5528637,2021-12-29
60327883,5487280,2021-12-19
60380831,5475472,2021-10-17
60453345,5486661,2021-12-09
60482155,5405185,2021-08-25
60571492,5475105,2021-10-18
60953918,5483048,2021-11-10
60399394,5506249,2021-11-11
60406569,5546531,2021-11-12
60404240,5546516,2022-01-02
60461152,5394937,2021-10-19
60479401,5405451,2021-08-19
60694331,5407324,2021-11-15
60705394,5437473,2021-10-17
60406551,5380790,2021-12-27
60457600,5394993,2021-10-31
60491972,5474131,2021-10-31
60949238,5481974,2021-10-08
60405170,5505684,2021-09-26
60399535,5546910,2021-08-29
60454762,5394385,2021-11-17
60890826,5555916,2022-01-26
60402545,5505134,2021-08-13
60405992,5547344,2021-10-12
60463015,5394491,2021-12-01
60484107,5405028,2021-11-23
60511941,5404172,2021-12-20
60458191,5395036,2021-08-28
60587818,5397286,2022-01-04
60958906,5482696,2022-02-05
60327348,5487879,2022-01-12
60449699,5486040,2021-11-10
60846852,5473839,2022-01-15
60454645,5485723,2021-11-10
60482090,5405138,2021-11-13
60571971,5475165,2021-09-26
60584668,5397371,2021-09-22
60400308,5505071,2022-02-01
60405475,5546529,2022-01-11
60404375,5547418,2021-09-13
60461357,5395205,2021-09-15
60477635,5404636,2021-08-16
60584449,5518446,2021-11-04
60794745,5480061,2021-11-03
60397578,5505437,2021-09-15
60411151,5546842,2022-01-16
60401418,5547250,2021-09-17
60466431,5395466,2022-01-10
60474620,5405778,2021-07-30
60500398,5395189,2021-08-21
60580385,5519416,2021-11-02
60413757,5486539,2021-10-07
60486670,5473820,2021-08-10
60840221,5472961,2021-09-11
61179732,5547000,2022-01-02
61448165,5537339,2022-02-09
61181935,5547974,2022-02-01
61183532,5546778,2021-08-27
61332590,5554692,2021-10-31
61574382,5522270,2021-10-30
61079179,5514531,2021-12-19
61233938,5555033,2021-09-02
61595746,5525627,2022-02-06
61175269,5547638,2021-08-28
61356816,5540638,2021-11-07
61182235,5546877,2022-02-14
61357140,5541052,2021-12-20
61569126,5521376,2021-11-06
61157154,5568646,2021-12-24
61547746,5520982,2021-08-20
61181792,5546899,2021-12-29
61507304,5527032,2021-10-18
61763297,5539329,2021-11-28
61183101,5546959,2022-01-06
61765551,5539574,2021-11-20
61802402,5546842,2021-12-25
61765115,5547688,2021-08-20
16960,904173,2011-09-02
70628,906012,2012-03-24
90321,907173,2012-10-07
234624,937200,2014-02-12
269418,923214,2013-08-01
296445,925546,2014-02-02
309271,926528,2014-01-23
343825,931568,2014-01-21
372617,935073,2014-05-01
416283,940718,2014-03-09
451899,945604,2014-05-21
599900,959636,2014-08-13
768552,972258,2014-12-23
104188,927363,2014-02-01
170622,911266,2013-02-09
175190,911678,2013-01-20
223587,918469,2013-08-19
280691,922573,2013-10-16
379637,935404,2014-04-18
384919,938517,2014-04-08
391347,937985,2014-01-09
443527,942783,2014-05-28
456030,948357,2014-03-08
104459,927834,2013-09-25
138647,908514,2013-01-18
212014,914665,2013-09-03
388369,937873,2014-02-04
396983,937120,2014-04-27
544712,954076,2014-05-23
568800,953085,2014-07-02
579997,955100,2014-09-03
685159,968168,2014-10-20
724977,966620,2014-08-24
14849,904062,2011-08-28
31318,902884,2011-04-19
104831,928263,2014-03-07
157760,909974,2013-02-02
181471,913020,2013-04-25
233700,936816,2014-02-08
266382,921761,2013-09-19
304552,927174,2014-02-18
365215,936836,2014-02-18
385914,936941,2014-01-12
433654,942615,2014-03-05
544044,954349,2014-06-09
867860,977597,2015-03-20
36858,903347,2011-04-26
103846,928266,2014-01-08
167937,911681,2013-01-31
231059,936929,2014-02-09
268805,921942,2014-01-02
284165,922391,2013-10-01
297456,924916,2014-02-02
305478,926183,2013-11-18
532151,950406,2014-07-28
592912,959160,2014-10-28
714535,966914,2015-01-10
15768,904782,2011-09-26
42122,903024,2011-07-27
80229,906005,2012-06-29
211066,915272,2013-10-06
235505,936998,2014-02-09
243320,918335,2013-06-22
269401,920885,2013-09-25
273717,923761,2013-09-29
291026,925544,2013-08-18
301173,926365,2014-02-07
305720,926243,2014-02-09
348396,932583,2014-03-03
346625,933742,2014-04-01
364881,1067414,2016-02-28
370991,934667,2014-04-16
396613,937180,2014-05-13
603772,960135,2014-06-21
632522,958562,2014-11-03
890881,980908,2015-04-08
15201,904230,2011-11-11
40974,903535,2011-08-28
79561,906529,2012-06-29
96577,928003,2014-02-27
188511,913125,2013-03-27
202153,915066,2013-07-28
213732,915801,2013-09-16
232167,936068,2014-03-21
268811,922865,2013-12-21
292334,925043,2013-09-07
348018,932483,2014-01-24
532384,950795,2014-04-11
533383,950708,2014-06-24
531924,951027,2014-04-03
600060,959128,2014-10-27
640984,959343,2014-09-16
802850,971955,2014-11-26
98084,927195,2014-02-21
143898,908816,2012-12-22
163060,911078,2013-04-04
173121,912535,2013-03-12
205934,914627,2013-08-06
225444,917429,2013-09-24
404399,940693,2014-04-18
455014,947729,2014-08-10
17239,904223,2011-10-05
82655,906755,2012-06-17
88558,907241,2012-07-02
170768,911604,2013-05-09
237322,936661,2014-05-15
244764,918257,2013-06-19
239529,917374,2013-07-11
265343,920825,2013-09-30
269729,923637,2013-09-19
293246,925032,2014-01-20
298379,927297,2013-12-07
431218,945005,2014-03-11
595450,959493,2014-06-07
607708,960990,2014-12-02
104033,928279,2014-02-13
152520,910202,2013-02-18
211718,914799,2013-09-23
283359,922381,2013-11-02
363136,1067504,2016-01-31
377825,958495,2014-07-15
629112,959411,2014-06-25
712246,965521,2014-10-24
864573,981006,2014-11-18
908149,980944,2014-11-24
10170,904152,2012-01-23
96548,928176,2014-02-19
157738,911195,2013-03-08
288209,922373,2013-08-01
353045,933940,2013-12-30
517954,952640,2014-07-27
651091,962904,2014-08-05
673225,965088,2014-09-13
687955,968626,2014-12-04
10219,903707,2011-11-11
86315,907653,2012-06-08
104700,927341,2014-03-03
167404,911860,2013-02-09
286851,922305,2013-12-12
353808,932502,2014-04-14
385715,958061,2014-08-26
418292,941170,2014-03-11
532228,950632,2014-09-13
869027,991643,2015-01-29
105742,927509,2014-01-11
99829,927791,2013-12-20
140923,909663,2012-11-18
207969,914607,2013-08-07
377889,958160,2014-10-04
414625,940939,2014-05-03
440177,947037,2014-04-15
897665,980875,2015-04-11
16282,904432,2011-08-26
77388,906488,2012-06-13
78302,907582,2012-05-17
227974,936310,2014-04-13
233332,918247,2013-10-06
270206,921495,2013-09-28
286391,925627,2014-01-29
306280,926920,2013-10-02
349012,932017,2014-02-03
348086,932069,2014-01-05
458847,945675,2014-06-01
530787,951415,2014-06-05
583653,957970,2014-08-05
603986,959183,2014-06-01
768209,971819,2014-08-22
782351,972045,2014-09-14
895066,980674,2014-10-29
73374,906406,2012-06-18
99093,927400,2014-01-12
96454,927842,2014-02-16
205236,914289,2013-06-11
373416,934752,2014-03-18
393655,937064,2014-03-12
416406,942346,2014-07-06
548413,954361,2014-06-05
546349,956625,2014-06-12
561652,953117,2014-06-07
604636,958958,2014-08-04
688766,968305,2014-08-05
730601,966072,2015-01-04
896881,979717,2015-02-14
13406,903770,2011-08-19
40741,903452,2011-06-14
185424,913545,2013-03-24
187859,913370,2013-04-02
237092,936115,2014-02-16
226109,936989,2014-01-21
272672,923208,2013-08-04
299212,926256,2013-12-25
385749,936166,2014-04-06
546572,953574,2014-09-05
600577,956016,2014-05-10
648063,960209,2014-11-20
869512,978134,2015-01-19
975980,991324,2014-12-31
972924,992068,2015-04-09
1057532,992276,2015-02-10
1194098,1007976,2015-05-12
1202530,1002006,2015-08-29
1235484,1006793,2015-05-18
1265989,1012697,2015-08-10
1403119,1021517,2015-07-02
1427297,1016597,2015-06-06
1473755,1026430,2015-08-20
1483343,1021450,2015-08-20
1737533,990712,2016-01-23
1025387,990373,2015-05-25
1242360,1007468,2015-06-16
1266788,1012781,2015-06-10
1408505,1020895,2015-10-28
1416901,1019745,2015-10-11
1422759,1016048,2015-09-15
1452173,1026445,2015-12-08
1469128,1026091,2015-07-29
1485570,1021445,2015-08-30
1548514,1027314,2015-10-24
1763417,1052227,2016-03-20
981384,992695,2015-06-14
1014031,990428,2015-05-19
1211961,1017922,2015-10-25
1245892,1003747,2015-04-12
1247150,1006580,2015-04-26
1262965,1009713,2015-07-07
1299979,1014110,2015-10-28
1402858,1026771,2015-08-15
1431950,1015889,2015-06-02
1462836,1018422,2015-08-03
1702104,1045021,2016-02-08
1754911,1047532,2015-09-09
975751,991826,2015-06-12
983303,993067,2015-06-15
1035125,990649,2015-04-11
1047949,994369,2015-03-02
1095101,994520,2015-06-01
1139988,1018758,2015-08-12
1259743,1011194,2015-10-18
1468272,1026379,2015-09-29
1680595,957579,2015-08-20
1027816,990379,2015-05-16
1051164,995288,2015-03-22
1061076,993953,2015-02-04
1139424,1018886,2015-11-14
1235633,1006590,2015-04-05
1298364,1019984,2015-09-20
1360862,1013175,2015-10-22
1472982,1025380,2015-10-17
1618213,1039338,2015-11-16
1651535,1043030,2016-02-16
1259730,1008749,2015-05-13
1431746,1016110,2015-06-01
978439,992301,2015-05-03
1134226,995540,2015-07-08
1167951,1013184,2015-07-29
1266532,1008704,2015-10-02
1401526,1015336,2015-10-31
1585286,1030349,2015-07-08
1684349,1056833,2015-11-21
968276,991574,2015-06-22
1027721,990321,2015-06-02
1106034,994562,2015-02-20
1132016,1019642,2015-10-24
1265450,1011588,2015-09-16
1404153,1021039,2015-08-09
1464610,1025573,2015-11-20
1624756,1038217,2015-11-08
1034786,990103,2015-05-07
1057455,994984,2015-04-18
1063351,993486,2015-04-03
1118060,996213,2015-06-04
1133923,996737,2015-07-24
1136974,1018939,2015-10-13
1242284,1007032,2015-07-21
1355959,1012099,2015-10-14
1619403,1039065,2015-11-10
1769259,1047320,2016-02-17
972236,992417,2015-05-21
1035030,989827,2014-12-29
1131476,1018665,2015-06-06
1166055,1013253,2015-10-20
1238133,1004614,2015-06-01
1254066,1007459,2015-07-01
1266936,1025292,2015-12-08
1264265,1009209,2015-09-03
1259389,1008718,2015-07-17
1460041,1030263,2015-09-25
1677097,957527,2015-09-21
1774132,1049973,2016-01-01
1027373,990559,2015-05-05
1242633,1006994,2015-08-02
1352097,1012161,2015-08-12
1430713,1016708,2015-06-15
1490508,1021038,2015-11-17
1567378,1028075,2015-12-14
1721148,1060864,2016-04-04
981555,992709,2015-03-25
1027613,990235,2015-05-09
1135418,1018452,2015-07-30
1171927,1012966,2015-08-31
1203601,1017852,2015-07-29
1245406,1004473,2015-05-14
1263922,1008558,2015-08-23
1315527,1008766,2015-06-30
1676851,958038,2016-02-02
1712446,1047057,2015-12-24
1750630,1047389,2016-02-02
982956,999995,2015-06-18
1025602,989941,2014-12-28
1126740,997601,2015-05-17
1245526,1006707,2015-07-15
1248381,1004791,2015-06-23
1385839,3198432,2020-08-17
1404115,1021448,2015-08-14
1471214,1025583,2015-09-13
1491731,1021223,2015-07-20
1639594,1035865,2016-01-20
998824,991954,2015-06-07
1107857,994299,2015-03-19
1140351,999397,2015-07-10
1261909,1009732,2015-10-05
1275399,1012088,2015-05-13
1402563,1160641,2017-01-17
1434240,1016255,2015-05-29
1454028,1026455,2015-11-29
1494032,1023532,2015-07-26
1722762,1060572,2016-03-04
978301,992528,2015-01-11
1028295,989765,2015-01-11
1172939,1012497,2015-05-22
1205423,1003954,2015-07-03
1256516,1007463,2015-06-08
1264471,1009761,2015-08-23
1275174,1012416,2015-07-18
1593746,1030771,2015-12-18
1724587,1044069,2015-10-29
1774366,1094411,2016-03-13
980353,993140,2015-06-13
1084819,994385,2015-04-25
1136067,999421,2015-06-10
1193083,1006939,2015-08-20
1261351,1009656,2015-08-09
1368115,3108951,2020-07-25
1396969,1014960,2015-07-09
1406655,1160535,2016-11-29
1409322,1027102,2015-11-09
1496257,1024049,2015-10-22
1683446,958882,2015-11-23
1723506,1060222,2016-04-08
1869661,1100959,2016-04-03
1965111,1069793,2015-12-08
2119064,1085053,2016-07-12
2175349,1082222,2016-02-17
2200865,1084820,2016-07-07
2227264,1258857,2017-05-31
2426375,1684933,2018-07-02
2480993,1121310,2016-07-21
2539557,1122477,2016-07-23
1794297,1053342,2016-02-23
1803007,1051806,2015-11-08
2010258,1068473,2016-02-05
2163549,1081471,2016-06-18
2330007,1098221,2016-08-20
2413815,1118609,2016-10-06
1874313,1100013,2016-07-08
1926481,1062204,2016-02-22
1963759,1069706,2015-12-13
2115243,1084870,2016-05-10
2171235,1081871,2016-04-26
2205256,1084288,2016-07-10
2441607,1098591,2016-04-02
2486273,1120849,2016-08-25
2539477,1122067,2016-07-21
2538549,1122507,2016-09-18
1863641,1054117,2016-03-04
1941780,1058923,2015-12-04
2008644,1099917,2016-05-20
2138334,1073583,2016-02-13
2161599,1075523,2016-04-08
2204939,1085263,2016-02-20
2300601,1085727,2016-02-26
2302658,1086352,2016-06-29
2316146,1090874,2016-06-21
2529549,1112549,2016-07-16
2540656,1121952,2016-10-06
2547282,1122599,2016-05-30
2544938,1114042,2016-06-18
2013944,1099609,2016-08-23
2040463,1095461,2016-07-10
2151650,1079726,2016-07-11
2200846,1084499,2016-05-10
2296297,1085668,2016-06-16
2323411,1172833,2017-02-05
2522541,1112009,2016-08-14
2540724,1121682,2016-06-16
2538229,1122138,2016-09-19
2546894,1121432,2016-05-16
1873611,1099839,2016-07-26
1931761,1061418,2015-12-14
1963777,1069040,2016-02-06
2009333,1068451,2016-05-19
2204251,1084340,2016-04-17
2338021,1088944,2016-06-21
2505068,1144990,2016-08-05
2539151,1121524,2016-07-31
1857611,1055048,2016-01-18
1917633,1058085,2016-01-03
1921496,1066399,2016-01-15
1942162,1059703,2016-03-09
2013554,1099813,2016-08-24
2139274,1073461,2016-01-15
2140856,1078232,2016-04-09
2199475,1084388,2016-03-12
2301162,1086408,2016-04-05
2297239,1086730,2016-07-12
2416724,1118859,2016-08-06
2537809,1122664,2016-07-09
2540270,1122550,2016-08-23
2546831,1114197,2016-09-23
2613725,1121984,2016-07-01
2612600,1116635,2016-05-19
1789290,1050570,2016-01-09
1957707,1069534,2016-05-21
2104054,1075357,2016-03-19
2173021,1082114,2016-02-02
2205491,1085324,2016-07-13
2238224,1258927,2017-04-03
2287109,1090625,2016-04-19
2543931,1122411,2016-10-30
1787491,1053052,2016-01-29
1796821,1051029,2015-12-09
2005412,1100048,2016-08-21
2138372,1077727,2016-06-28
2169224,1081671,2016-02-08
2230581,1259121,2017-07-11
2284224,1091055,2016-05-15
2404696,1176544,2017-03-06
2537473,1121586,2016-07-12
2630999,1114070,2016-05-17
1953857,1065002,2016-02-29
2005889,1099804,2016-07-28
2041221,1094591,2016-05-29
2202710,1084406,2016-07-24
2258822,1088965,2016-06-07
2290310,1086211,2016-04-17
2301059,1086697,2016-02-17
2538525,1122457,2016-10-07
2536001,1121615,2016-06-30
2556441,1105571,2016-07-27
1815923,1050522,2016-03-05
1862574,1057785,2015-12-25
1943073,1058837,2016-04-13
2015702,1099590,2016-04-02
2089332,1102121,2016-04-23
2150021,1075877,2016-01-14
2234115,1084494,2016-03-18
2290351,1086297,2016-04-08
2534024,1112593,2016-06-19
2539954,1122667,2016-07-21
2543479,1121629,2016-10-13
2540919,1114713,2016-10-19
1859485,1062661,2016-01-11
1927025,1069244,2016-04-09
1951372,1059864,2015-11-21
2017525,1100084,2016-07-03
2157843,1076639,2016-04-25
2290135,1086555,2016-02-24
2448062,1108709,2016-09-16
2523681,1112099,2016-05-16
2546628,1122661,2016-11-05
2536146,1122663,2016-08-08
2543910,1122036,2016-07-12
1863296,1058455,2016-04-04
1865093,1053358,2016-03-18
1949694,1064650,2016-01-31
2008578,1100508,2016-07-09
2032154,1079206,2016-01-21
2094936,1102768,2016-06-15
2199207,1084694,2016-04-14
2275880,1086899,2016-05-11
2293952,1086746,2016-03-30
2308238,1091915,2016-04-08
2321081,1171972,2017-02-04
2497814,1106047,2016-08-24
2524016,1112013,2016-09-30
2547593,1122544,2016-05-26
2605936,1120392,2016-05-31
1788927,1053467,2016-03-06
1788661,1050607,2016-03-03
1966336,1068703,2016-04-12
2109273,1075013,2016-04-11
2111575,1084786,2016-05-14
2165880,1082185,2016-04-20
2236783,1259114,2017-04-06
2410943,1119125,2016-08-10
1943780,1064176,2016-05-10
2016641,1099930,2016-03-23
2033367,1079180,2016-03-23
2207000,1084689,2016-03-21
2296545,1086167,2016-02-28
2326326,1172293,2016-10-20
2533607,1111874,2016-08-27
2544887,1121630,2016-10-24
2539970,1121897,2016-05-28
2536120,1122606,2016-10-15
2561621,1111391,2016-05-14
1932350,1062213,2015-11-17
1958740,1069634,2016-03-23
1998384,1145858,2016-10-08
2087395,1094720,2016-08-05
2093379,1102304,2016-08-03
2114900,1075630,2015-12-30
2192099,1083778,2016-02-12
2198753,1084825,2016-04-14
2343012,1089907,2016-07-25
2489562,1121322,2016-08-20
2677166,1122152,2016-06-20
2682084,1120854,2016-08-07
2691899,1126781,2016-10-31
2732578,1136527,2016-11-12
2723159,1135439,2016-07-21
2927773,1159214,2017-01-05
2925558,1142427,2016-08-30
3000762,1148713,2016-12-22
2995003,1142671,2016-12-21
3174882,1158056,2016-10-04
3209049,1170261,2017-01-10
3288870,1179451,2017-03-25
3407586,1188071,2016-11-30
3413896,1191911,2016-10-26
3433957,1188962,2016-12-25
2674600,1122430,2016-07-14
2835946,1138200,2016-10-23
2894878,1137628,2016-10-23
3142467,1173120,2017-01-02
3241817,1162849,2017-01-09
3406208,1192058,2017-01-01
3506480,1194623,2016-11-17
3516454,1191402,2017-02-08
2642779,1117946,2016-10-02
2678812,1121501,2016-10-20
2788292,1149357,2016-11-18
2856305,1137227,2016-11-25
2927695,1142513,2016-11-17
3140418,1158958,2017-01-28
3363623,1220888,2016-12-15
3368331,1174836,2017-01-22
3444914,1200565,2017-04-21
2634344,1114644,2016-08-14
2686260,1127481,2016-08-06
2730431,1128451,2016-11-04
2830715,1134565,2016-09-16
2857197,1137265,2016-07-27
2894396,1137785,2016-12-12
2908939,1149227,2016-12-14
2927983,1158762,2016-09-07
3103761,1151394,2016-12-08
3133112,1169213,2016-11-29
3200100,1164142,2017-02-12
3202904,1160824,2016-12-25
3220034,1171128,2016-09-25
3226146,1174031,2017-03-11
3263149,1165540,2016-12-08
3395706,1187947,2017-02-25
3415642,1192371,2017-01-31
2674031,1122323,2016-11-05
2788035,1137765,2016-10-20
2895375,1138367,2016-10-23
2918786,1142946,2016-10-30
2965708,1140352,2016-12-22
3079977,1152866,2016-09-23
3158227,1162748,2016-10-08
3300517,1188063,2017-03-14
3371946,1176483,2017-03-10
3368164,1174888,2016-12-20
3438338,1201145,2017-02-10
2680704,1122241,2016-10-13
2693582,1118736,2016-05-29
2686283,1126263,2016-05-31
2695047,1127391,2016-08-22
2688956,1126377,2016-09-15
2858796,1137488,2016-09-12
2891890,1137869,2016-11-23
2891863,1138716,2016-11-29
2916868,1158637,2016-08-21
3066609,1149395,2016-08-11
3210005,1161030,2016-09-28
3209622,1170218,2016-12-09
3268953,1165329,2016-09-10
3406493,1188283,2016-12-14
3409380,1192097,2017-01-29
3428709,1188840,2017-03-11
3446631,1180933,2016-10-09
3505722,1183678,2017-01-02
2677608,1122416,2016-05-30
2690935,1126304,2016-08-03
2723655,1135331,2016-07-23
2857511,1228133,2017-04-29
2888687,1138779,2016-10-27
2916537,1158047,2016-11-01
2920689,1159018,2016-10-07
2920580,1142081,2016-09-15
2986556,1172565,2017-01-18
3003577,1148432,2016-08-28
3101595,1171568,2016-09-30
3156030,1159904,2016-09-28
3154205,1162392,2016-12-06
3175556,1158601,2017-01-04
3200241,1164508,2016-11-03
3228182,1173696,2017-01-28
3292183,1180451,2017-02-22
3400466,1188744,2017-02-25
3405421,1192375,2017-03-04
2679343,1121937,2016-07-22
2716095,1118519,2016-07-20
2895963,1138496,2016-07-27
3139752,1155070,2016-08-20
3142802,1172019,2016-11-30
3435289,1201582,2017-04-04
3461810,1190854,2017-03-28
2673976,1121459,2016-08-17
2675394,1122121,2016-08-04
2727546,1135569,2016-06-20
2853439,1227291,2016-12-31
2899402,1137895,2016-10-22
2927279,1142492,2016-09-08
2968598,1140358,2016-08-05
3218670,1166719,2016-12-14
3445966,1200867,2017-03-15
2732521,1135758,2016-08-13
2822676,1134253,2016-06-19
2893750,1138116,2016-08-01
2916711,1158722,2017-01-26
2929222,1157571,2016-11-13
3212560,1165665,2016-12-12
3217640,1170791,2016-10-16
3401942,1189035,2017-02-09
3413812,1192410,2016-12-26
3432132,1188726,2017-03-31
3496084,1183939,2017-02-04
2676163,1122286,2016-06-01
2711322,1118032,2016-06-21
2861982,1227759,2017-03-03
2867492,1138529,2016-11-23
2900311,1138208,2016-07-13
2929449,1142303,2016-11-12
3140265,1172752,2016-10-09
3434435,1201333,2016-12-31
2666701,1117788,2016-07-09
2670901,1121601,2016-08-15
2890096,1138033,2016-12-18
3139632,1172730,2016-10-04
3241952,1163854,2016-12-26
3337567,1218451,2017-04-06
3413276,1191735,2017-03-22
3485904,1182262,2017-01-07
3518789,1191686,2017-01-07
2679880,1121605,2016-09-26
2691839,1126545,2016-08-25
2722672,1136275,2016-10-24
2739762,1128341,2016-11-17
2740558,1120465,2016-08-29
2810525,1135637,2016-10-15
2853861,1227804,2017-03-14
2889597,1138041,2016-09-24
2928667,1158592,2017-01-30
2927934,1158838,2016-12-08
2926926,1142661,2016-10-11
2959980,1144803,2016-10-22
2990088,1171675,2016-11-17
2993091,1149167,2016-09-20
3084774,1151316,2017-01-02
3163246,1162639,2017-02-11
3176911,1158115,2016-09-24
3188355,1164444,2016-10-02
3211514,1170281,2016-12-09
3222331,1174214,2017-02-23
3404004,1187919,2017-03-04
3410917,1191823,2017-01-20
3417529,1178211,2017-01-11
2696956,1127024,2016-09-23
2740740,1128510,2016-07-06
2833461,1134121,2016-07-12
2917631,1158701,2016-11-24
2918155,1142186,2016-10-22
3047427,1147530,2016-12-30
3103786,1169913,2016-12-05
3178383,1158738,2016-10-05
3208898,1164856,2017-02-01
3220368,1171013,2016-12-09
3229350,1174552,2017-02-02
3403127,1188549,2016-12-09
3406229,1191246,2016-12-11
3521720,1195899,2017-01-04
2649300,1117410,2016-10-04
2675879,1122264,2016-10-29
2791698,1149105,2016-12-03
2853545,1227138,2017-01-01
2926649,1143092,2016-10-06
3069161,1152999,2016-10-29
3176536,1158584,2017-01-10
3358458,1220260,2017-01-13
3358423,1182088,2017-01-29
3511618,1190829,2017-04-05
2681692,1122488,2016-08-29
2691521,1126827,2016-08-28
2732002,1136121,2016-07-15
2922881,1158271,2016-09-25
2927244,1142512,2016-08-27
3001582,1149286,2016-10-17
3157853,1162641,2017-01-25
3230603,1174567,2016-12-12
3291537,1180599,2017-02-14
3395321,1188983,2017-03-17
3416082,1192095,2017-03-25
3548887,1187953,2017-04-09
3698083,1218667,2017-03-27
3830810,1227580,2017-03-27
3963824,1220153,2017-05-27
4124120,1245503,2017-01-29
3571879,1196283,2017-01-17
3604591,1198929,2017-01-24
3670355,1208498,2017-04-06
3700180,1218491,2017-05-28
3693709,1218922,2017-05-04
3820077,1208759,2017-05-14
3900688,1217722,2017-04-17
3935351,1219554,2017-01-03
3940455,1217235,2017-03-04
4068440,1225101,2017-04-25
4120706,1244652,2017-02-06
4304103,1283042,2017-08-06
3525966,1195442,2016-12-26
3608101,1190638,2017-02-12
3620257,1202662,2017-02-23
3669593,1201153,2017-03-27
3697647,1218969,2017-05-07
3822880,1227373,2017-03-18
3928531,1219918,2017-01-01
4114083,1268878,2017-03-10
4119186,1244909,2017-04-24
4138723,1228496,2017-03-14
4205308,1240523,2017-01-17
4305128,1283628,2017-08-10
4321870,1261882,2017-06-12
4347666,1262647,2017-06-19
3511214,1199009,2017-04-02
3689576,1218730,2017-03-02
3811098,1234744,2017-01-15
3975035,1231810,2017-04-16
4056920,1224554,2017-04-24
4187102,1247698,2017-03-05
3603217,1190764,2017-02-19
3693315,1219645,2017-02-02
3725252,1207718,2017-02-16
3830541,1227040,2017-02-04
3927159,1220002,2017-06-01
4073104,1286400,2017-05-17
4112408,1268070,2017-06-13
4263334,1250151,2017-06-05
4311724,1283543,2017-07-04
3565440,1739832,2018-06-19
